angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.0,"[781, 224, 265, 355]",0.0,0.0,0.96,0.03,0.0,0.0
0.0,"[781, 224, 265, 355]",0.0,0.0,0.96,0.03,0.0,0.0
0.0,"[782, 224, 264, 356]",0.0,0.0,0.95,0.04,0.0,0.01
0.0,"[782, 224, 264, 357]",0.0,0.0,0.95,0.04,0.0,0.01
0.0,"[781, 225, 265, 355]",0.0,0.0,0.94,0.05,0.0,0.01
0.0,"[781, 225, 265, 355]",0.0,0.0,0.94,0.05,0.0,0.01
0.0,"[781, 225, 265, 355]",0.0,0.0,0.94,0.05,0.0,0.01
0.0,"[781, 224, 265, 355]",0.0,0.0,0.96,0.02,0.0,0.01
0.0,"[781, 224, 265, 355]",0.0,0.0,0.96,0.02,0.0,0.01
0.0,"[781, 226, 264, 354]",0.0,0.0,0.96,0.03,0.0,0.01
0.0,"[781, 226, 264, 354]",0.0,0.0,0.96,0.03,0.0,0.01
0.0,"[781, 226, 264, 354]",0.0,0.0,0.96,0.03,0.0,0.01
0.0,"[785, 235, 265, 353]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[785, 235, 265, 352]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[785, 236, 266, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[785, 236, 266, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[784, 236, 267, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[783, 235, 269, 354]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[784, 235, 268, 354]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[784, 233, 267, 351]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[782, 232, 268, 350]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[782, 232, 268, 350]",0.0,0.0,0.98,0.02,0.0,0.0
0.0,"[781, 231, 270, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[781, 231, 270, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[780, 231, 272, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[780, 231, 272, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[780, 231, 272, 353]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[780, 231, 271, 351]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[780, 231, 271, 351]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[781, 231, 265, 349]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[782, 231, 265, 350]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[782, 231, 264, 350]",0.0,0.01,0.97,0.02,0.0,0.0
0.0,"[783, 232, 265, 352]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[783, 232, 265, 352]",0.0,0.0,0.99,0.01,0.0,0.0
0.0,"[778, 234, 270, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[778, 234, 270, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[778, 234, 270, 352]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[777, 234, 272, 353]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[777, 234, 272, 353]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[780, 231, 267, 356]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[780, 231, 267, 356]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[780, 231, 267, 356]",0.0,0.0,0.97,0.02,0.0,0.0
0.0,"[781, 233, 266, 354]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[781, 233, 266, 354]",0.0,0.0,0.98,0.01,0.0,0.0
0.0,"[779, 229, 265, 355]",0.0,0.01,0.91,0.06,0.0,0.01
0.0,"[779, 229, 265, 355]",0.0,0.01,0.91,0.06,0.0,0.01
0.0,"[779, 229, 265, 355]",0.0,0.01,0.91,0.06,0.0,0.01
0.0,"[780, 229, 266, 356]",0.0,0.01,0.93,0.05,0.0,0.01
0.0,"[780, 229, 266, 356]",0.0,0.01,0.93,0.05,0.0,0.01
0.0,"[782, 230, 265, 355]",0.0,0.01,0.91,0.07,0.0,0.01
0.0,"[782, 230, 265, 355]",0.0,0.01,0.91,0.07,0.0,0.01
0.0,"[782, 230, 265, 355]",0.0,0.01,0.91,0.07,0.0,0.01
0.01,"[780, 243, 267, 345]",0.0,0.01,0.91,0.07,0.01,0.0
0.01,"[780, 243, 267, 344]",0.0,0.01,0.92,0.05,0.01,0.0
0.01,"[783, 240, 272, 350]",0.0,0.01,0.83,0.14,0.01,0.0
0.01,"[783, 241, 271, 349]",0.0,0.01,0.85,0.13,0.0,0.0
0.01,"[783, 240, 271, 350]",0.0,0.01,0.84,0.13,0.01,0.0
0.02,"[785, 242, 272, 349]",0.0,0.03,0.85,0.08,0.01,0.01
0.02,"[781, 241, 277, 350]",0.0,0.03,0.79,0.14,0.01,0.0
0.03,"[783, 244, 272, 347]",0.0,0.05,0.74,0.16,0.01,0.01
0.02,"[782, 242, 275, 349]",0.0,0.03,0.75,0.18,0.01,0.0
0.04,"[785, 246, 270, 344]",0.0,0.04,0.8,0.11,0.01,0.01
0.03,"[784, 243, 273, 347]",0.0,0.05,0.76,0.15,0.01,0.01
0.03,"[784, 243, 273, 347]",0.0,0.04,0.77,0.15,0.01,0.01
0.04,"[784, 242, 274, 346]",0.0,0.07,0.7,0.16,0.01,0.01
0.04,"[784, 242, 274, 346]",0.0,0.07,0.7,0.17,0.01,0.01
0.04,"[784, 242, 274, 346]",0.0,0.07,0.7,0.17,0.01,0.01
0.24,"[782, 243, 278, 343]",0.0,0.24,0.14,0.29,0.06,0.02
0.21,"[782, 243, 278, 344]",0.0,0.25,0.13,0.33,0.06,0.02
0.32,"[782, 242, 281, 348]",0.0,0.2,0.01,0.3,0.14,0.02
0.28,"[782, 240, 281, 349]",0.0,0.2,0.02,0.33,0.15,0.03
0.28,"[782, 240, 281, 349]",0.0,0.2,0.02,0.33,0.14,0.03
0.31,"[782, 237, 282, 348]",0.0,0.24,0.0,0.2,0.2,0.05
0.27,"[782, 240, 280, 343]",0.0,0.25,0.0,0.23,0.19,0.06
0.28,"[781, 232, 283, 353]",0.0,0.17,0.01,0.22,0.23,0.09
0.29,"[781, 232, 283, 353]",0.0,0.17,0.01,0.23,0.22,0.09
0.29,"[781, 232, 283, 353]",0.0,0.16,0.01,0.23,0.22,0.09
0.06,"[785, 241, 276, 340]",0.0,0.25,0.0,0.25,0.44,0.0
0.09,"[783, 258, 285, 356]",0.0,0.19,0.0,0.52,0.15,0.04
0.1,"[783, 258, 286, 356]",0.0,0.2,0.0,0.52,0.15,0.04
0.18,"[785, 258, 281, 351]",0.0,0.28,0.0,0.3,0.18,0.05
0.2,"[787, 258, 279, 351]",0.0,0.28,0.0,0.3,0.18,0.05
0.16,"[787, 259, 279, 350]",0.0,0.29,0.0,0.31,0.21,0.03
0.21,"[784, 251, 287, 356]",0.0,0.33,0.0,0.2,0.22,0.04
0.21,"[784, 251, 287, 356]",0.0,0.33,0.0,0.2,0.22,0.04
0.26,"[783, 257, 286, 353]",0.0,0.42,0.0,0.1,0.21,0.02
0.26,"[783, 257, 286, 353]",0.0,0.42,0.0,0.1,0.2,0.02
0.26,"[783, 257, 286, 353]",0.0,0.42,0.0,0.1,0.2,0.02
0.18,"[793, 257, 262, 348]",0.0,0.39,0.0,0.11,0.32,0.01
0.17,"[793, 257, 262, 348]",0.0,0.39,0.0,0.11,0.32,0.01
0.22,"[783, 257, 285, 355]",0.0,0.44,0.0,0.06,0.26,0.01
0.25,"[782, 257, 287, 356]",0.0,0.41,0.0,0.06,0.26,0.01
0.25,"[782, 257, 287, 356]",0.0,0.41,0.0,0.06,0.26,0.01
0.18,"[788, 253, 270, 361]",0.0,0.51,0.0,0.04,0.27,0.01
0.18,"[788, 253, 270, 361]",0.0,0.5,0.0,0.04,0.27,0.01
0.14,"[787, 252, 269, 361]",0.0,0.53,0.0,0.04,0.27,0.01
0.14,"[787, 252, 269, 361]",0.0,0.53,0.0,0.04,0.27,0.01
0.14,"[787, 252, 269, 361]",0.0,0.53,0.0,0.04,0.27,0.01
0.17,"[789, 253, 266, 356]",0.0,0.52,0.0,0.03,0.27,0.01
0.17,"[789, 253, 266, 356]",0.0,0.52,0.0,0.03,0.27,0.01
0.21,"[781, 257, 285, 354]",0.0,0.55,0.0,0.04,0.19,0.01
0.21,"[781, 257, 285, 354]",0.0,0.55,0.0,0.04,0.19,0.01
0.23,"[781, 256, 285, 355]",0.0,0.51,0.0,0.04,0.2,0.01
0.17,"[781, 256, 285, 355]",0.0,0.57,0.0,0.04,0.22,0.0
0.17,"[781, 256, 285, 355]",0.0,0.57,0.0,0.04,0.22,0.0
0.11,"[781, 258, 284, 353]",0.0,0.64,0.0,0.03,0.21,0.0
0.11,"[781, 258, 284, 353]",0.0,0.64,0.0,0.03,0.22,0.0
0.11,"[781, 258, 284, 353]",0.0,0.64,0.0,0.03,0.22,0.0
0.07,"[794, 253, 260, 354]",0.0,0.71,0.0,0.03,0.2,0.0
0.07,"[794, 253, 260, 354]",0.0,0.7,0.0,0.03,0.2,0.0
0.06,"[794, 253, 260, 354]",0.0,0.74,0.0,0.02,0.17,0.0
0.06,"[794, 253, 260, 354]",0.0,0.75,0.0,0.02,0.18,0.0
0.06,"[794, 253, 260, 354]",0.0,0.75,0.0,0.02,0.18,0.0
0.06,"[795, 251, 260, 357]",0.0,0.73,0.0,0.03,0.18,0.0
0.06,"[795, 251, 260, 357]",0.0,0.73,0.0,0.03,0.18,0.0
0.07,"[795, 250, 260, 356]",0.0,0.73,0.0,0.03,0.17,0.0
0.07,"[795, 251, 260, 355]",0.0,0.7,0.0,0.03,0.2,0.0
0.07,"[795, 251, 260, 355]",0.0,0.7,0.0,0.03,0.2,0.0
0.06,"[796, 252, 260, 355]",0.0,0.74,0.0,0.02,0.18,0.0
0.06,"[796, 251, 260, 356]",0.0,0.74,0.0,0.02,0.18,0.0
0.08,"[786, 260, 280, 348]",0.0,0.63,0.0,0.01,0.28,0.0
0.1,"[786, 262, 279, 345]",0.0,0.62,0.0,0.01,0.27,0.0
0.1,"[786, 262, 279, 345]",0.0,0.61,0.0,0.01,0.27,0.0
0.06,"[795, 249, 261, 358]",0.0,0.76,0.0,0.02,0.17,0.0
0.06,"[795, 249, 261, 358]",0.0,0.76,0.0,0.02,0.17,0.0
0.09,"[787, 261, 279, 346]",0.0,0.61,0.0,0.01,0.28,0.0
0.12,"[787, 262, 279, 345]",0.0,0.59,0.0,0.01,0.28,0.0
0.12,"[787, 262, 279, 345]",0.0,0.59,0.0,0.01,0.28,0.0
0.08,"[787, 260, 280, 349]",0.0,0.65,0.0,0.01,0.26,0.0
0.08,"[786, 260, 280, 350]",0.0,0.66,0.0,0.02,0.24,0.0
0.07,"[788, 262, 281, 350]",0.0,0.69,0.0,0.01,0.22,0.0
0.07,"[788, 262, 281, 350]",0.0,0.69,0.0,0.01,0.23,0.0
0.07,"[788, 262, 281, 350]",0.0,0.69,0.0,0.01,0.23,0.0
0.09,"[788, 261, 282, 352]",0.0,0.63,0.0,0.02,0.26,0.0
0.1,"[788, 262, 281, 351]",0.0,0.62,0.0,0.02,0.26,0.0
0.12,"[789, 267, 279, 347]",0.0,0.6,0.0,0.01,0.27,0.0
0.12,"[790, 266, 279, 348]",0.0,0.62,0.0,0.01,0.24,0.0
0.12,"[790, 266, 279, 348]",0.0,0.62,0.0,0.01,0.24,0.0
0.12,"[791, 268, 274, 346]",0.0,0.67,0.0,0.01,0.2,0.0
0.12,"[791, 268, 274, 346]",0.0,0.67,0.0,0.01,0.21,0.0
0.16,"[791, 272, 270, 342]",0.0,0.56,0.0,0.01,0.28,0.0
0.16,"[791, 272, 270, 342]",0.0,0.56,0.0,0.01,0.28,0.0
0.16,"[791, 272, 270, 342]",0.0,0.56,0.0,0.01,0.28,0.0
0.11,"[791, 271, 270, 344]",0.0,0.62,0.0,0.01,0.26,0.0
0.11,"[791, 271, 270, 344]",0.0,0.61,0.0,0.01,0.27,0.0
0.13,"[790, 271, 270, 344]",0.0,0.58,0.0,0.01,0.29,0.0
0.13,"[790, 271, 270, 344]",0.0,0.58,0.0,0.01,0.29,0.0
0.13,"[790, 271, 270, 344]",0.0,0.58,0.0,0.01,0.29,0.0
0.14,"[790, 271, 270, 342]",0.0,0.57,0.0,0.0,0.29,0.0
0.13,"[789, 271, 270, 342]",0.0,0.58,0.0,0.0,0.29,0.0
0.13,"[788, 270, 271, 341]",0.0,0.52,0.0,0.0,0.34,0.0
0.14,"[788, 270, 271, 341]",0.0,0.52,0.0,0.0,0.34,0.0
0.13,"[788, 270, 271, 341]",0.0,0.52,0.0,0.0,0.34,0.0
0.16,"[788, 271, 269, 340]",0.0,0.46,0.0,0.0,0.37,0.0
0.16,"[789, 270, 270, 340]",0.0,0.45,0.0,0.0,0.38,0.0
0.16,"[796, 253, 261, 356]",0.0,0.5,0.0,0.01,0.32,0.0
0.14,"[796, 252, 261, 357]",0.0,0.5,0.0,0.01,0.34,0.0
0.14,"[796, 252, 261, 357]",0.0,0.5,0.0,0.01,0.34,0.0
0.11,"[794, 253, 263, 359]",0.0,0.53,0.0,0.01,0.35,0.0
0.11,"[794, 253, 263, 359]",0.0,0.53,0.0,0.01,0.36,0.0
0.16,"[792, 271, 270, 340]",0.0,0.54,0.0,0.01,0.29,0.0
0.16,"[792, 271, 270, 340]",0.0,0.54,0.0,0.01,0.29,0.0
0.16,"[792, 271, 270, 340]",0.0,0.54,0.0,0.01,0.29,0.0
0.17,"[793, 271, 271, 341]",0.0,0.56,0.0,0.0,0.27,0.0
0.16,"[793, 273, 270, 338]",0.0,0.57,0.0,0.0,0.27,0.0
0.15,"[793, 273, 270, 338]",0.0,0.56,0.0,0.0,0.29,0.0
0.15,"[793, 273, 270, 338]",0.0,0.56,0.0,0.0,0.29,0.0
0.15,"[793, 273, 270, 338]",0.0,0.56,0.0,0.0,0.29,0.0
0.14,"[794, 273, 269, 337]",0.0,0.55,0.0,0.0,0.3,0.0
0.15,"[794, 273, 269, 337]",0.0,0.55,0.0,0.0,0.29,0.0
0.12,"[793, 270, 270, 341]",0.0,0.57,0.0,0.01,0.3,0.0
0.12,"[793, 270, 270, 341]",0.0,0.58,0.0,0.0,0.29,0.0
0.12,"[793, 270, 270, 341]",0.0,0.58,0.0,0.0,0.29,0.0
0.13,"[793, 270, 271, 340]",0.0,0.57,0.0,0.01,0.3,0.0
0.13,"[793, 270, 271, 340]",0.0,0.57,0.0,0.01,0.3,0.0
0.14,"[794, 271, 269, 340]",0.0,0.55,0.0,0.0,0.3,0.0
0.14,"[794, 271, 269, 340]",0.0,0.55,0.0,0.0,0.3,0.0
0.14,"[794, 271, 269, 340]",0.0,0.55,0.0,0.0,0.3,0.0
0.15,"[794, 270, 270, 339]",0.0,0.57,0.0,0.01,0.28,0.0
0.15,"[794, 270, 270, 339]",0.0,0.57,0.0,0.01,0.28,0.0
0.15,"[794, 267, 271, 344]",0.0,0.56,0.0,0.01,0.27,0.0
0.15,"[794, 267, 272, 344]",0.0,0.57,0.0,0.01,0.27,0.0
0.15,"[794, 267, 272, 344]",0.0,0.57,0.0,0.01,0.27,0.0
0.17,"[795, 268, 272, 342]",0.0,0.54,0.0,0.01,0.28,0.0
0.17,"[795, 269, 270, 341]",0.0,0.53,0.0,0.01,0.29,0.0
0.1,"[794, 269, 269, 344]",0.0,0.61,0.0,0.01,0.29,0.0
0.1,"[794, 269, 270, 344]",0.0,0.61,0.0,0.01,0.29,0.0
0.1,"[794, 269, 270, 344]",0.0,0.61,0.0,0.01,0.29,0.0
0.14,"[795, 270, 270, 340]",0.0,0.57,0.0,0.01,0.28,0.0
0.14,"[795, 270, 270, 340]",0.0,0.57,0.0,0.01,0.28,0.0
0.09,"[796, 268, 270, 342]",0.0,0.56,0.0,0.01,0.34,0.0
0.09,"[796, 268, 270, 342]",0.0,0.56,0.0,0.01,0.34,0.0
0.09,"[796, 268, 270, 342]",0.0,0.56,0.0,0.01,0.34,0.0
0.05,"[794, 266, 271, 348]",0.0,0.57,0.0,0.02,0.37,0.0
0.05,"[794, 266, 271, 348]",0.0,0.56,0.0,0.02,0.37,0.0
0.08,"[794, 264, 274, 350]",0.0,0.58,0.0,0.01,0.32,0.0
0.08,"[794, 264, 274, 350]",0.0,0.58,0.0,0.01,0.32,0.0
0.08,"[794, 264, 274, 350]",0.0,0.58,0.0,0.01,0.32,0.0
0.08,"[794, 268, 272, 347]",0.0,0.58,0.0,0.01,0.32,0.0
0.08,"[794, 268, 271, 347]",0.0,0.59,0.0,0.01,0.32,0.0
0.08,"[794, 271, 271, 344]",0.0,0.59,0.0,0.01,0.32,0.0
0.09,"[794, 271, 271, 344]",0.0,0.58,0.0,0.01,0.33,0.0
0.09,"[794, 271, 271, 344]",0.0,0.58,0.0,0.01,0.33,0.0
0.08,"[793, 269, 273, 347]",0.0,0.54,0.0,0.02,0.36,0.0
0.09,"[794, 271, 273, 344]",0.0,0.56,0.0,0.01,0.34,0.0
0.11,"[795, 272, 270, 343]",0.0,0.54,0.0,0.01,0.34,0.0
0.1,"[794, 272, 271, 343]",0.0,0.55,0.0,0.01,0.33,0.0
0.1,"[794, 272, 271, 343]",0.0,0.55,0.0,0.01,0.33,0.0
0.09,"[795, 271, 272, 344]",0.0,0.56,0.0,0.01,0.34,0.0
0.1,"[796, 274, 271, 341]",0.0,0.5,0.0,0.01,0.39,0.0
0.09,"[794, 272, 272, 343]",0.0,0.53,0.0,0.01,0.36,0.0
0.09,"[794, 273, 271, 342]",0.0,0.55,0.0,0.01,0.35,0.0
0.09,"[794, 273, 271, 342]",0.0,0.55,0.0,0.01,0.35,0.0
0.11,"[795, 272, 272, 343]",0.0,0.51,0.0,0.01,0.36,0.0
0.12,"[795, 274, 272, 341]",0.0,0.47,0.0,0.01,0.39,0.0
0.11,"[795, 274, 272, 341]",0.0,0.53,0.0,0.01,0.35,0.0
0.11,"[796, 274, 271, 341]",0.0,0.53,0.0,0.01,0.35,0.0
0.11,"[796, 274, 271, 341]",0.0,0.53,0.0,0.01,0.35,0.0
0.12,"[796, 273, 272, 343]",0.0,0.53,0.0,0.01,0.34,0.0
0.12,"[796, 273, 272, 343]",0.0,0.53,0.0,0.01,0.34,0.0
0.12,"[795, 273, 271, 343]",0.0,0.56,0.0,0.01,0.31,0.0
0.12,"[795, 273, 271, 343]",0.0,0.56,0.0,0.01,0.3,0.0
0.12,"[795, 273, 271, 343]",0.0,0.56,0.0,0.01,0.3,0.0
0.14,"[795, 274, 272, 341]",0.0,0.52,0.0,0.01,0.34,0.0
0.14,"[795, 274, 272, 341]",0.0,0.52,0.0,0.01,0.34,0.0
0.13,"[795, 275, 272, 341]",0.0,0.48,0.0,0.01,0.38,0.0
0.12,"[795, 275, 272, 341]",0.0,0.48,0.0,0.01,0.39,0.0
0.12,"[795, 275, 272, 341]",0.0,0.48,0.0,0.01,0.39,0.0
0.17,"[794, 271, 275, 344]",0.0,0.45,0.0,0.01,0.37,0.0
0.15,"[795, 272, 275, 343]",0.0,0.49,0.0,0.01,0.36,0.0
0.16,"[797, 271, 272, 343]",0.0,0.47,0.0,0.01,0.36,0.0
0.16,"[797, 271, 272, 343]",0.0,0.47,0.0,0.01,0.36,0.0
0.16,"[797, 271, 272, 343]",0.0,0.47,0.0,0.01,0.36,0.0
0.18,"[796, 271, 274, 342]",0.0,0.43,0.0,0.01,0.38,0.0
0.16,"[796, 272, 274, 341]",0.0,0.46,0.0,0.01,0.37,0.0
0.15,"[797, 272, 274, 342]",0.0,0.46,0.0,0.01,0.38,0.0
0.15,"[797, 272, 274, 342]",0.0,0.45,0.0,0.01,0.39,0.0
0.15,"[797, 272, 274, 342]",0.0,0.45,0.0,0.01,0.39,0.0
0.17,"[795, 270, 273, 342]",0.0,0.48,0.0,0.01,0.34,0.0
0.17,"[795, 270, 273, 342]",0.0,0.48,0.0,0.01,0.34,0.0
0.28,"[793, 265, 279, 347]",0.0,0.48,0.0,0.01,0.22,0.0
0.28,"[792, 265, 280, 347]",0.0,0.49,0.0,0.01,0.22,0.0
0.28,"[792, 265, 280, 347]",0.0,0.49,0.0,0.01,0.22,0.0
0.26,"[792, 265, 279, 346]",0.0,0.49,0.0,0.02,0.22,0.0
0.27,"[792, 265, 279, 346]",0.0,0.49,0.0,0.02,0.22,0.0
0.37,"[792, 264, 277, 346]",0.0,0.37,0.0,0.04,0.22,0.01
0.37,"[792, 264, 277, 346]",0.0,0.38,0.0,0.03,0.21,0.01
0.37,"[792, 264, 277, 346]",0.0,0.38,0.0,0.03,0.21,0.01
0.36,"[791, 262, 279, 348]",0.0,0.32,0.0,0.06,0.25,0.01
0.36,"[791, 262, 279, 348]",0.0,0.32,0.0,0.06,0.25,0.01
0.35,"[792, 258, 281, 350]",0.0,0.34,0.0,0.04,0.25,0.03
0.38,"[792, 259, 281, 350]",0.0,0.33,0.0,0.04,0.23,0.02
0.38,"[792, 259, 281, 350]",0.0,0.33,0.0,0.04,0.23,0.02
