X,Y,Theta,Action,Distance
0,0,-1.5707963267948966,-0.5,4.0
3.9066388896980526,-0.8591697070420765,-1.787275617829627,-0.8459263667464185,7.790232110820892
7.028240858953996,-3.3602896852793083,-2.246286591351061,-0.8274080008268356,11.203000485758151
8.78265446869394,-6.955012607280288,-2.6875486236999064,-0.8340795011640054,14.057084297301795
8.808584401594823,-10.95492856121979,-3.135110124961926,-0.8336699115752673,16.211368461608423
7.102332711831011,-14.57276011771577,-3.5822818577225783,-0.8334009576574246,17.55952628660997
4.0000838544546795,-17.09784467608352,-4.029197868759118,-0.8750000000000002,17.87127576253815
0.07553913172592175,-17.871116115684035,-4.51784630252035,-0.6250000000000018,17.929857747420854
-3.907112505861349,-17.498979133346307,-4.805557959055394,-0.5156250000000009,17.98365678526034
-7.706679115258524,-16.24866174133976,-5.030296216903884,-0.5312500000000069,17.99656793082108
-11.114542179164616,-14.154271773433928,-5.263457056824495,-0.5312500000000018,17.96797974840953
-13.946274499766556,-11.329153711395042,-5.496617896745104,-0.5000000000000004,17.96562084179618
-16.10509943755586,-7.961740032029379,-5.713097187779834,-0.5000000000000036,17.989611504848856
-17.490241845962757,-4.209223475312707,-5.929576478814566,-0.5312500000000018,17.97244832067749
-17.97086969419347,-0.23820384913291281,-6.162737318735174,-0.5000000000000036,17.981299453283473
-17.587334612815155,3.7433662986043,-6.379216609769906,-0.5078125000000124,17.9993899725886
-16.341908432374662,7.5445389635951186,-6.599805508131764,-0.5312500000000018,17.97584302925019
-14.251906238865665,10.955094758641959,-6.832966348052373,-0.5000000000000036,17.978139702493216
-11.478123720866277,13.83713059166711,-7.0494456390871045,-0.5039062500000053,17.99801984458527
-8.14550088234107,16.049284523051675,-7.267974834938242,-0.5312500000000036,17.97633044430027
-4.391928735102516,17.431563849192003,-7.501135674858851,-0.5000000000000036,17.980461556051228
-0.42906287275754984,17.97534152164729,-7.717614965893583,-0.5078125000000018,17.99387640767004
3.5567587431291336,17.638850739707475,-7.938203864255436,-0.5156250000000018,17.99941694068959
7.367359412584317,16.422576700706518,-8.162942122103926,-0.5156250000000033,17.99681177088044
10.811084746427113,14.387691980372384,-8.387680379952418,-0.5156250000000033,17.98618847320631
13.714732372481702,11.636541227740398,-8.612418637800909,-0.5004882812500071,17.999884184089
15.95883508834585,8.325347636201066,-8.82915363585712,-0.5312500000000071,17.9719168601797
17.377150007501513,4.585242986582226,-9.06231447577773,-0.5000000000000013,17.96998433275185
17.959014908724697,0.6277901142507645,-9.278793766812461,-0.5000000000000036,17.99418508524797
17.67726801540343,-3.3622748837290697,-9.495273057847193,-0.5312500000000009,17.977005660299792
16.481224519577143,-7.179273699040863,-9.7284338977678,-0.5000000000000036,17.98561499934305
14.493234572452945,-10.650281617518308,-9.944913188802532,-0.5156250000000033,17.98676033832813
11.781719348323621,-13.590976295534865,-10.169651446651024,-0.5078125000000036,17.99687913413435
8.492470876662484,-15.867123147492109,-10.390240345012877,-0.5156250000000071,17.99897664868682
4.77869679995786,-17.353017527048312,-10.614978602861372,-0.5156250000000133,17.99295016369795
0.8271816081018439,-17.97392628727892,-10.839716860709869,-0.5078125000000071,17.995591995630825
